Time;VBusCurrent;VBusVoltage
0:00:00:35.1800000;0.6096;5.1925
0:00:00:35.1900000;0.6096;5.1925
0:00:00:35.2000000;0.6096;5.1925
0:00:00:35.2100000;0.6096;5.1925
0:00:00:35.2200000;0.6096;5.1925
0:00:00:35.2300000;0.6096;5.1925
0:00:00:35.2400000;0.6105;5.1927
0:00:00:35.2500000;0.6105;5.1927
0:00:00:35.2600000;0.6105;5.1927
0:00:00:35.2700000;0.6105;5.1927
0:00:00:35.2800000;0.6105;5.1927
0:00:00:35.2900000;0.6105;5.1927
0:00:00:35.3000000;0.6105;5.1927
0:00:00:35.3100000;0.6105;5.1927
0:00:00:35.3200000;0.6105;5.1927
0:00:00:35.3300000;0.6105;5.1927
0:00:00:35.3400000;0.6105;5.1928
0:00:00:35.3500000;0.6105;5.1928
0:00:00:35.3600000;0.6105;5.1928
0:00:00:35.3700000;0.6105;5.1928
0:00:00:35.3800000;0.6105;5.1928
0:00:00:35.3900000;0.6105;5.1928
0:00:00:35.4000000;0.6105;5.1928
0:00:00:35.4100000;0.6105;5.1928
0:00:00:35.4200000;0.6105;5.1928
0:00:00:35.4300000;0.6105;5.1928
0:00:00:35.4400000;0.6097;5.1927
0:00:00:35.4500000;0.6097;5.1927
0:00:00:35.4600000;0.6097;5.1927
0:00:00:35.4700000;0.6097;5.1927
0:00:00:35.4800000;0.6097;5.1927
0:00:00:35.4900000;0.6097;5.1927
0:00:00:35.5000000;0.6097;5.1927
0:00:00:35.5100000;0.6097;5.1927
0:00:00:35.5200000;0.6097;5.1927
0:00:00:35.5300000;0.6097;5.1927
0:00:00:35.5400000;0.6092;5.1926
0:00:00:35.5500000;0.6092;5.1926
0:00:00:35.5600000;0.6092;5.1926
0:00:00:35.5700000;0.6092;5.1926
0:00:00:35.5800000;0.6092;5.1926
0:00:00:35.5900000;0.6092;5.1926
0:00:00:35.6000000;0.6092;5.1926
0:00:00:35.6100000;0.6092;5.1926
0:00:00:35.6200000;0.6092;5.1926
0:00:00:35.6300000;0.6092;5.1926
0:00:00:35.6400000;0.6096;5.1927
0:00:00:35.6500000;0.6096;5.1927
0:00:00:35.6600000;0.6096;5.1927
0:00:00:35.6700000;0.6096;5.1927
0:00:00:35.6800000;0.6096;5.1927
0:00:00:35.6900000;0.6096;5.1927
0:00:00:35.7000000;0.6096;5.1927
0:00:00:35.7100000;0.6096;5.1927
0:00:00:35.7200000;0.6096;5.1927
0:00:00:35.7300000;0.6096;5.1927
0:00:00:35.7400000;0.6103;5.1927
0:00:00:35.7500000;0.6103;5.1927
0:00:00:35.7600000;0.6103;5.1927
0:00:00:35.7700000;0.6103;5.1927
0:00:00:35.7800000;0.6103;5.1927
0:00:00:35.7900000;0.6103;5.1927
0:00:00:35.8000000;0.6103;5.1927
0:00:00:35.8100000;0.6103;5.1927
0:00:00:35.8200000;0.6103;5.1927
0:00:00:35.8300000;0.6103;5.1927
0:00:00:35.8400000;0.6107;5.1929
0:00:00:35.8500000;0.6107;5.1929
0:00:00:35.8600000;0.6107;5.1929
0:00:00:35.8700000;0.6107;5.1929
0:00:00:35.8800000;0.6107;5.1929
0:00:00:35.8900000;0.6107;5.1929
0:00:00:35.9000000;0.6107;5.1929
0:00:00:35.9100000;0.6107;5.1929
0:00:00:35.9200000;0.6107;5.1929
0:00:00:35.9300000;0.6107;5.1929
0:00:00:35.9400000;0.6106;5.1930
0:00:00:35.9500000;0.6106;5.1930
0:00:00:35.9600000;0.6106;5.1930
0:00:00:35.9700000;0.6106;5.1930
0:00:00:35.9800000;0.6106;5.1930
0:00:00:35.9900000;0.6106;5.1930
0:00:00:36.0000000;0.6106;5.1930
0:00:00:36.0100000;0.6106;5.1930
0:00:00:36.0200000;0.6106;5.1930
0:00:00:36.0300000;0.6106;5.1930
0:00:00:36.0400000;0.6107;5.1931
0:00:00:36.0500000;0.6107;5.1931
0:00:00:36.0600000;0.6107;5.1931
0:00:00:36.0700000;0.6107;5.1931
0:00:00:36.0800000;0.6107;5.1931
0:00:00:36.0900000;0.6107;5.1931
0:00:00:36.1000000;0.6107;5.1931
0:00:00:36.1100000;0.6107;5.1931
0:00:00:36.1200000;0.6107;5.1931
0:00:00:36.1300000;0.6107;5.1931
0:00:00:36.1400000;0.6106;5.1931
0:00:00:36.1500000;0.6106;5.1931
0:00:00:36.1600000;0.6106;5.1931
0:00:00:36.1700000;0.6106;5.1931
0:00:00:36.1800000;0.6106;5.1931
0:00:00:36.1900000;0.6106;5.1931
0:00:00:36.2000000;0.6106;5.1931
0:00:00:36.2100000;0.6106;5.1931
0:00:00:36.2200000;0.6106;5.1931
0:00:00:36.2300000;0.6106;5.1931
0:00:00:36.2400000;0.6106;5.1930
0:00:00:36.2500000;0.6106;5.1930
0:00:00:36.2600000;0.6106;5.1930
0:00:00:36.2700000;0.6106;5.1930
0:00:00:36.2800000;0.6106;5.1930
0:00:00:36.2900000;0.6106;5.1930
0:00:00:36.3000000;0.6106;5.1930
0:00:00:36.3100000;0.6106;5.1930
0:00:00:36.3200000;0.6106;5.1930
0:00:00:36.3300000;0.6106;5.1930
0:00:00:36.3400000;0.6107;5.1930
0:00:00:36.3500000;0.6107;5.1930
0:00:00:36.3600000;0.6107;5.1930
0:00:00:36.3700000;0.6107;5.1930
0:00:00:36.3800000;0.6107;5.1930
0:00:00:36.3900000;0.6107;5.1930
0:00:00:36.4000000;0.6107;5.1930
0:00:00:36.4100000;0.6107;5.1930
0:00:00:36.4200000;0.6107;5.1930
0:00:00:36.4300000;0.6107;5.1930
0:00:00:36.4400000;0.6107;5.1929
0:00:00:36.4500000;0.6107;5.1929
0:00:00:36.4600000;0.6107;5.1929
0:00:00:36.4700000;0.6107;5.1929
0:00:00:36.4800000;0.6107;5.1929
0:00:00:36.4900000;0.6107;5.1929
0:00:00:36.5000000;0.6107;5.1929
0:00:00:36.5100000;0.6107;5.1929
0:00:00:36.5200000;0.6107;5.1929
0:00:00:36.5300000;0.6107;5.1929
0:00:00:36.5400000;0.6107;5.1930
0:00:00:36.5500000;0.6107;5.1930
0:00:00:36.5600000;0.6107;5.1930
0:00:00:36.5700000;0.6107;5.1930
0:00:00:36.5800000;0.6107;5.1930
0:00:00:36.5900000;0.6107;5.1930
0:00:00:36.6000000;0.6107;5.1930
0:00:00:36.6100000;0.6107;5.1930
0:00:00:36.6200000;0.6107;5.1930
0:00:00:36.6300000;0.6107;5.1930
0:00:00:36.6400000;0.6107;5.1930
0:00:00:36.6500000;0.6107;5.1930
0:00:00:36.6600000;0.6107;5.1930
0:00:00:36.6700000;0.6107;5.1930
0:00:00:36.6800000;0.6107;5.1930
0:00:00:36.6900000;0.6107;5.1930
0:00:00:36.7000000;0.6107;5.1930
0:00:00:36.7100000;0.6107;5.1930
0:00:00:36.7200000;0.6107;5.1930
0:00:00:36.7300000;0.6107;5.1930
0:00:00:36.7400000;0.6845;5.2046
0:00:00:36.7500000;0.7016;5.1620
0:00:00:36.7600000;0.7016;5.1620
0:00:00:36.7700000;0.7019;5.1671
0:00:00:36.7800000;0.7026;5.1671
0:00:00:36.7900000;0.7016;5.1683
0:00:00:36.8000000;0.7011;5.1671
0:00:00:36.8100000;0.7026;5.1596
0:00:00:36.8200000;0.7026;5.1683
0:00:00:36.8300000;0.7264;5.1658
0:00:00:36.8400000;0.7319;5.1683
0:00:00:36.8500000;0.7324;5.1658
0:00:00:36.8600000;0.7289;5.1721
0:00:00:36.8700000;0.7306;5.1671
0:00:00:36.8800000;0.7306;5.1633
0:00:00:36.8900000;0.7319;5.1683
0:00:00:36.9000000;0.7316;5.1671
0:00:00:36.9100000;0.7316;5.1683
0:00:00:36.9200000;0.7279;5.1708
0:00:00:36.9300000;0.7247;5.1671
0:00:00:36.9400000;0.7284;5.1746
0:00:00:36.9500000;0.7237;5.1658
0:00:00:36.9600000;0.7227;5.1671
0:00:00:36.9700000;0.7242;5.1721
0:00:00:36.9800000;0.7257;5.1658
0:00:00:36.9900000;0.7274;5.1733
0:00:00:37.0000000;0.7257;5.1671
0:00:00:37.0100000;0.7083;5.1696
0:00:00:37.0200000;0.7031;5.1608
0:00:00:37.0300000;0.7019;5.1658
0:00:00:37.0400000;0.7011;5.1620
0:00:00:37.0500000;0.7029;5.1671
0:00:00:37.0600000;0.7038;5.1696
0:00:00:37.0700000;0.7006;5.1596
0:00:00:37.0800000;0.7021;5.1633
0:00:00:37.0900000;0.7038;5.1658
0:00:00:37.1000000;0.6986;5.1671
0:00:00:37.1100000;0.6964;5.1671
0:00:00:37.1200000;0.6949;5.1671
0:00:00:37.1300000;0.6922;5.1608
0:00:00:37.1400000;0.6949;5.1671
0:00:00:37.1500000;0.6996;5.1658
0:00:00:37.1600000;0.6966;5.1658
0:00:00:37.1700000;0.6942;5.1671
0:00:00:37.1800000;0.6929;5.1671
0:00:00:37.1900000;0.6959;5.1658
0:00:00:37.2000000;0.6957;5.1596
0:00:00:37.2100000;0.6944;5.1583
0:00:00:37.2200000;0.6954;5.1620
0:00:00:37.2300000;0.6944;5.1683
0:00:00:37.2400000;0.6942;5.1620
0:00:00:37.2500000;0.6947;5.1608
0:00:00:37.2600000;0.6966;5.1620
0:00:00:37.2700000;0.6934;5.1658
0:00:00:37.2800000;0.7014;5.1658
0:00:00:37.2900000;0.7011;5.1596
0:00:00:37.3000000;0.7016;5.1683
0:00:00:37.3100000;0.7021;5.1696
0:00:00:37.3200000;0.7029;5.1683
0:00:00:37.3300000;0.7021;5.1671
0:00:00:37.3400000;0.7019;5.1671
0:00:00:37.3500000;0.7036;5.1658
0:00:00:37.3600000;0.7046;5.1671
0:00:00:37.3700000;0.7071;5.1775
0:00:00:37.3800000;0.7098;5.1775
0:00:00:37.3900000;0.7100;5.1775
0:00:00:37.4000000;0.7076;5.1775
0:00:00:37.4100000;0.7108;5.1658
0:00:00:37.4200000;0.7100;5.1658
0:00:00:37.4300000;0.7110;5.1775
0:00:00:37.4400000;0.7098;5.1749
0:00:00:37.4500000;0.7093;5.1749
0:00:00:37.4600000;0.7165;5.1749
0:00:00:37.4700000;0.7182;5.1749
0:00:00:37.4800000;0.7192;5.1749
0:00:00:37.4900000;0.7200;5.1749
0:00:00:37.5000000;0.7170;5.1749
0:00:00:37.5100000;0.7225;5.1749
0:00:00:37.5200000;0.7187;5.1749
0:00:00:37.5300000;0.7155;5.1749
0:00:00:37.5400000;0.7180;5.1724
0:00:00:37.5500000;0.7192;5.1724
0:00:00:37.5600000;0.7182;5.1724
0:00:00:37.5700000;0.7158;5.1724
0:00:00:37.5800000;0.7177;5.1724
0:00:00:37.5900000;0.7173;5.1724
0:00:00:37.6000000;0.7175;5.1724
0:00:00:37.6100000;0.7155;5.1724
0:00:00:37.6200000;0.7173;5.1724
0:00:00:37.6300000;0.7167;5.1724
0:00:00:37.6400000;0.7103;5.1700
0:00:00:37.6500000;0.7081;5.1700
0:00:00:37.6600000;0.7091;5.1700
0:00:00:37.6700000;0.7083;5.1700
0:00:00:37.6800000;0.7093;5.1700
0:00:00:37.6900000;0.7086;5.1700
0:00:00:37.7000000;0.7098;5.1700
0:00:00:37.7100000;0.7106;5.1700
0:00:00:37.7200000;0.7103;5.1700
0:00:00:37.7300000;0.6978;5.1700
0:00:00:37.7400000;0.7074;5.1673
0:00:00:37.7500000;0.7074;5.1673
0:00:00:37.7600000;0.7074;5.1673
0:00:00:37.7700000;0.7074;5.1673
0:00:00:37.7800000;0.7074;5.1673
0:00:00:37.7900000;0.7074;5.1673
0:00:00:37.8000000;0.7074;5.1673
0:00:00:37.8100000;0.7074;5.1673
0:00:00:37.8200000;0.7074;5.1673
0:00:00:37.8300000;0.7074;5.1673
0:00:00:37.8400000;0.7094;5.1666
0:00:00:37.8500000;0.7094;5.1666
0:00:00:37.8600000;0.7094;5.1666
0:00:00:37.8700000;0.7094;5.1666
0:00:00:37.8800000;0.7094;5.1666
0:00:00:37.8900000;0.7094;5.1666
0:00:00:37.9000000;0.7094;5.1666
0:00:00:37.9100000;0.7094;5.1666
0:00:00:37.9200000;0.7094;5.1666
0:00:00:37.9300000;0.7094;5.1666
0:00:00:37.9400000;0.7072;5.1666
0:00:00:37.9500000;0.7072;5.1666
0:00:00:37.9600000;0.7072;5.1666
0:00:00:37.9700000;0.7072;5.1666
0:00:00:37.9800000;0.7072;5.1666
0:00:00:37.9900000;0.7072;5.1666
0:00:00:38.0000000;0.7072;5.1666
0:00:00:38.0100000;0.7072;5.1666
0:00:00:38.0200000;0.7072;5.1666
0:00:00:38.0300000;0.7072;5.1666
0:00:00:38.0400000;0.7059;5.1666
0:00:00:38.0500000;0.7059;5.1666
0:00:00:38.0600000;0.7059;5.1666
0:00:00:38.0700000;0.7059;5.1666
0:00:00:38.0800000;0.7059;5.1666
0:00:00:38.0900000;0.7059;5.1666
0:00:00:38.1000000;0.7059;5.1666
0:00:00:38.1100000;0.7059;5.1666
0:00:00:38.1200000;0.7059;5.1666
0:00:00:38.1300000;0.7059;5.1666
0:00:00:38.1400000;0.7068;5.1670
0:00:00:38.1500000;0.7068;5.1670
0:00:00:38.1600000;0.7068;5.1670
0:00:00:38.1700000;0.7068;5.1670
0:00:00:38.1800000;0.7068;5.1670
0:00:00:38.1900000;0.7068;5.1670
0:00:00:38.2000000;0.7068;5.1670
0:00:00:38.2100000;0.7068;5.1670
0:00:00:38.2200000;0.7068;5.1670
0:00:00:38.2300000;0.7068;5.1670
0:00:00:38.2400000;0.7083;5.1675
0:00:00:38.2500000;0.7083;5.1675
0:00:00:38.2600000;0.7083;5.1675
0:00:00:38.2700000;0.7083;5.1675
0:00:00:38.2800000;0.7083;5.1675
0:00:00:38.2900000;0.7083;5.1675
0:00:00:38.3000000;0.7083;5.1675
0:00:00:38.3100000;0.7083;5.1675
0:00:00:38.3200000;0.7083;5.1675
0:00:00:38.3300000;0.7083;5.1675
0:00:00:38.3400000;0.7095;5.1679
0:00:00:38.3500000;0.7095;5.1679
0:00:00:38.3600000;0.7095;5.1679
0:00:00:38.3700000;0.7095;5.1679
0:00:00:38.3800000;0.7095;5.1679
0:00:00:38.3900000;0.7095;5.1679
0:00:00:38.4000000;0.7095;5.1679
0:00:00:38.4100000;0.7095;5.1679
0:00:00:38.4200000;0.7095;5.1679
0:00:00:38.4300000;0.7095;5.1679
0:00:00:38.4400000;0.7099;5.1681
0:00:00:38.4500000;0.7099;5.1681
0:00:00:38.4600000;0.7099;5.1681
0:00:00:38.4700000;0.7099;5.1681
0:00:00:38.4800000;0.7099;5.1681
0:00:00:38.4900000;0.7099;5.1681
0:00:00:38.5000000;0.7099;5.1681
0:00:00:38.5100000;0.7099;5.1681
0:00:00:38.5200000;0.7099;5.1681
0:00:00:38.5300000;0.7099;5.1681
0:00:00:38.5400000;0.7095;5.1682
0:00:00:38.5500000;0.7095;5.1682
0:00:00:38.5600000;0.7095;5.1682
0:00:00:38.5700000;0.7095;5.1682
0:00:00:38.5800000;0.7095;5.1682
0:00:00:38.5900000;0.7095;5.1682
0:00:00:38.6000000;0.7095;5.1682
0:00:00:38.6100000;0.7095;5.1682
0:00:00:38.6200000;0.7095;5.1682
0:00:00:38.6300000;0.7095;5.1682
0:00:00:38.6400000;0.7088;5.1682
0:00:00:38.6500000;0.7088;5.1682
0:00:00:38.6600000;0.7088;5.1682
0:00:00:38.6700000;0.7088;5.1682
0:00:00:38.6800000;0.7088;5.1682
0:00:00:38.6900000;0.7088;5.1682
0:00:00:38.7000000;0.7088;5.1682
0:00:00:38.7100000;0.7088;5.1682
0:00:00:38.7200000;0.7088;5.1682
0:00:00:38.7300000;0.7088;5.1682
0:00:00:38.7400000;0.7087;5.1683
0:00:00:38.7500000;0.7087;5.1683
0:00:00:38.7600000;0.7087;5.1683
0:00:00:38.7700000;0.7087;5.1683
0:00:00:38.7800000;0.7087;5.1683
0:00:00:38.7900000;0.7087;5.1683
0:00:00:38.8000000;0.7087;5.1683
0:00:00:38.8100000;0.7087;5.1683
0:00:00:38.8200000;0.7087;5.1683
0:00:00:38.8300000;0.7087;5.1683
0:00:00:38.8400000;0.7094;5.1685
0:00:00:38.8500000;0.7094;5.1685
0:00:00:38.8600000;0.7094;5.1685
0:00:00:38.8700000;0.7094;5.1685
0:00:00:38.8800000;0.7094;5.1685
0:00:00:38.8900000;0.7094;5.1685
0:00:00:38.9000000;0.7094;5.1685
0:00:00:38.9100000;0.7094;5.1685
0:00:00:38.9200000;0.7094;5.1685
0:00:00:38.9300000;0.7094;5.1685
0:00:00:38.9400000;0.7101;5.1688
0:00:00:38.9500000;0.7101;5.1688
0:00:00:38.9600000;0.7101;5.1688
0:00:00:38.9700000;0.7101;5.1688
0:00:00:38.9800000;0.7101;5.1688
0:00:00:38.9900000;0.7101;5.1688
0:00:00:39.0000000;0.7101;5.1688
0:00:00:39.0100000;0.7101;5.1688
0:00:00:39.0200000;0.7101;5.1688
0:00:00:39.0300000;0.7101;5.1688
0:00:00:39.0400000;0.7101;5.1689
0:00:00:39.0500000;0.7101;5.1689
0:00:00:39.0600000;0.7101;5.1689
0:00:00:39.0700000;0.7101;5.1689
0:00:00:39.0800000;0.7101;5.1689
0:00:00:39.0900000;0.7101;5.1689
0:00:00:39.1000000;0.7101;5.1689
0:00:00:39.1100000;0.7101;5.1689
0:00:00:39.1200000;0.7101;5.1689
0:00:00:39.1300000;0.7101;5.1689
0:00:00:39.1400000;0.7101;5.1690
0:00:00:39.1500000;0.7101;5.1690
0:00:00:39.1600000;0.7101;5.1690
0:00:00:39.1700000;0.7101;5.1690
0:00:00:39.1800000;0.7101;5.1690
0:00:00:39.1900000;0.7101;5.1690
0:00:00:39.2000000;0.7101;5.1690
0:00:00:39.2100000;0.7101;5.1690
0:00:00:39.2200000;0.7101;5.1690
0:00:00:39.2300000;0.7101;5.1690
0:00:00:39.2400000;0.7101;5.1689
0:00:00:39.2500000;0.7101;5.1689
0:00:00:39.2600000;0.7101;5.1689
0:00:00:39.2700000;0.7101;5.1689
0:00:00:39.2800000;0.7101;5.1689
0:00:00:39.2900000;0.7101;5.1689
0:00:00:39.3000000;0.7101;5.1689
0:00:00:39.3100000;0.7101;5.1689
0:00:00:39.3200000;0.7101;5.1689
0:00:00:39.3300000;0.7101;5.1689
0:00:00:39.3400000;0.7102;5.1690
0:00:00:39.3500000;0.7102;5.1690
0:00:00:39.3600000;0.7102;5.1690
0:00:00:39.3700000;0.7102;5.1690
0:00:00:39.3800000;0.7102;5.1690
0:00:00:39.3900000;0.7102;5.1690
0:00:00:39.4000000;0.7102;5.1690
0:00:00:39.4100000;0.7102;5.1690
0:00:00:39.4200000;0.7102;5.1690
0:00:00:39.4300000;0.7102;5.1690
0:00:00:39.4400000;0.7102;5.1691
0:00:00:39.4500000;0.7102;5.1691
0:00:00:39.4600000;0.7102;5.1691
0:00:00:39.4700000;0.7102;5.1691
0:00:00:39.4800000;0.7102;5.1691
0:00:00:39.4900000;0.7102;5.1691
0:00:00:39.5000000;0.7102;5.1691
0:00:00:39.5100000;0.7102;5.1691
0:00:00:39.5200000;0.7102;5.1691
0:00:00:39.5300000;0.7102;5.1691
0:00:00:39.5400000;0.7102;5.1692
0:00:00:39.5500000;0.7102;5.1692
0:00:00:39.5600000;0.7102;5.1692
0:00:00:39.5700000;0.7102;5.1692
0:00:00:39.5800000;0.7102;5.1692
0:00:00:39.5900000;0.7102;5.1692
0:00:00:39.6000000;0.7102;5.1692
0:00:00:39.6100000;0.7102;5.1692
0:00:00:39.6200000;0.7102;5.1692
0:00:00:39.6300000;0.7102;5.1692
0:00:00:39.6400000;0.7102;5.1693
0:00:00:39.6500000;0.7102;5.1693
0:00:00:39.6600000;0.7102;5.1693
0:00:00:39.6700000;0.7102;5.1693
0:00:00:39.6800000;0.7102;5.1693
0:00:00:39.6900000;0.7102;5.1693
0:00:00:39.7000000;0.7102;5.1693
0:00:00:39.7100000;0.7102;5.1693
0:00:00:39.7200000;0.7102;5.1693
0:00:00:39.7300000;0.7102;5.1693
0:00:00:39.7400000;0.7102;5.1695
0:00:00:39.7500000;0.7102;5.1695
0:00:00:39.7600000;0.7102;5.1695
0:00:00:39.7700000;0.7102;5.1695
0:00:00:39.7800000;0.7102;5.1695
0:00:00:39.7900000;0.7102;5.1695
0:00:00:39.8000000;0.7102;5.1695
0:00:00:39.8100000;0.7102;5.1695
0:00:00:39.8200000;0.7102;5.1695
0:00:00:39.8300000;0.7102;5.1695
0:00:00:39.8400000;0.7102;5.1696
0:00:00:39.8500000;0.7102;5.1696
0:00:00:39.8600000;0.7102;5.1696
0:00:00:39.8700000;0.7102;5.1696
0:00:00:39.8800000;0.7102;5.1696
0:00:00:39.8900000;0.7102;5.1696
0:00:00:39.9000000;0.7102;5.1696
0:00:00:39.9100000;0.7102;5.1696
0:00:00:39.9200000;0.7102;5.1696
0:00:00:39.9300000;0.7102;5.1696
0:00:00:39.9400000;0.7103;5.1697
0:00:00:39.9500000;0.7103;5.1697
0:00:00:39.9600000;0.7103;5.1697
0:00:00:39.9700000;0.7103;5.1697
0:00:00:39.9800000;0.7103;5.1697
0:00:00:39.9900000;0.7937;5.1697
0:00:00:40.0000000;0.7979;5.1846
0:00:00:40.0100000;0.7996;5.1808
0:00:00:40.0200000;0.7996;5.1697
0:00:00:40.0300000;0.8006;5.1697
0:00:00:40.0400000;0.8011;5.1833
0:00:00:40.0500000;0.8016;5.1704
0:00:00:40.0600000;0.8011;5.1821
0:00:00:40.0700000;0.7994;5.1833
0:00:00:40.0800000;0.8341;5.1883
0:00:00:40.0900000;0.8391;5.1858
0:00:00:40.1000000;0.8386;5.1846
0:00:00:40.1100000;0.8408;5.1846
0:00:00:40.1200000;0.8406;5.1846
0:00:00:40.1300000;0.8396;5.1833
0:00:00:40.1400000;0.8403;5.1846
0:00:00:40.1500000;0.8418;5.1858
0:00:00:40.1600000;0.8428;5.1908
0:00:00:40.1700000;0.8396;5.1908
0:00:00:40.1800000;0.8420;5.1883
0:00:00:40.1900000;0.8430;5.1858
0:00:00:40.2000000;0.8480;5.1908
0:00:00:40.2100000;0.8475;5.1871
0:00:00:40.2200000;0.8492;5.1858
0:00:00:40.2300000;0.8492;5.1896
0:00:00:40.2400000;0.8495;5.1846
0:00:00:40.2500000;0.8490;5.1896
0:00:00:40.2600000;0.8284;5.1734
0:00:00:40.2700000;0.8247;5.1734
0:00:00:40.2800000;0.8254;5.1734
0:00:00:40.2900000;0.8239;5.1734
0:00:00:40.3000000;0.8237;5.1734
0:00:00:40.3100000;0.8259;5.1858
0:00:00:40.3200000;0.8259;5.1734
0:00:00:40.3300000;0.8257;5.1871
0:00:00:40.3400000;0.8239;5.1749
0:00:00:40.3500000;0.7989;5.1749
0:00:00:40.3600000;0.7961;5.1749
0:00:00:40.3700000;0.7942;5.1749
0:00:00:40.3800000;0.7949;5.1749
0:00:00:40.3900000;0.7952;5.1749
0:00:00:40.4000000;0.7954;5.1749
0:00:00:40.4100000;0.7912;5.1749
0:00:00:40.4200000;0.7919;5.1749
0:00:00:40.4300000;0.7934;5.1749
0:00:00:40.4400000;0.7902;5.1760
0:00:00:40.4500000;0.7865;5.1760
0:00:00:40.4600000;0.7847;5.1760
0:00:00:40.4700000;0.7865;5.1760
0:00:00:40.4800000;0.7867;5.1760
0:00:00:40.4900000;0.7860;5.1760
0:00:00:40.5000000;0.7862;5.1760
0:00:00:40.5100000;0.7865;5.1760
0:00:00:40.5200000;0.7887;5.1760
0:00:00:40.5300000;0.7934;5.1760
0:00:00:40.5400000;0.7954;5.1771
0:00:00:40.5500000;0.7949;5.1771
0:00:00:40.5600000;0.7954;5.1771
0:00:00:40.5700000;0.7937;5.1771
0:00:00:40.5800000;0.7949;5.1771
0:00:00:40.5900000;0.7974;5.1771
0:00:00:40.6000000;0.7961;5.1771
0:00:00:40.6100000;0.7929;5.1771
0:00:00:40.6200000;0.8061;5.1771
0:00:00:40.6300000;0.8083;5.1771
0:00:00:40.6400000;0.8113;5.1783
0:00:00:40.6500000;0.8110;5.1783
0:00:00:40.6600000;0.8071;5.1783
0:00:00:40.6700000;0.8083;5.1783
0:00:00:40.6800000;0.8105;5.1783
0:00:00:40.6900000;0.8081;5.1783
0:00:00:40.7000000;0.8120;5.1783
0:00:00:40.7100000;0.8175;5.1783
0:00:00:40.7200000;0.8180;5.1783
0:00:00:40.7300000;0.8177;5.1783
0:00:00:40.7400000;0.8175;5.1795
0:00:00:40.7500000;0.8182;5.1795
0:00:00:40.7600000;0.8175;5.1795
0:00:00:40.7700000;0.8175;5.1795
0:00:00:40.7800000;0.8185;5.1795
0:00:00:40.7900000;0.8182;5.1795
0:00:00:40.8000000;0.8172;5.1896
0:00:00:40.8100000;0.8147;5.1795
0:00:00:40.8200000;0.8187;5.1795
0:00:00:40.8300000;0.8192;5.1795
0:00:00:40.8400000;0.8167;5.1809
0:00:00:40.8500000;0.8182;5.1809
0:00:00:40.8600000;0.8155;5.1809
0:00:00:40.8700000;0.8160;5.1809
0:00:00:40.8800000;0.8200;5.1809
0:00:00:40.8900000;0.8192;5.1809
0:00:00:40.9000000;0.8093;5.1809
0:00:00:40.9100000;0.8088;5.1809
0:00:00:40.9200000;0.8125;5.1809
0:00:00:40.9300000;0.8115;5.1809
0:00:00:40.9400000;0.8058;5.1822
0:00:00:40.9500000;0.8058;5.1822
0:00:00:40.9600000;0.8058;5.1822
0:00:00:40.9700000;0.8058;5.1822
0:00:00:40.9800000;0.8058;5.1822
0:00:00:40.9900000;0.8058;5.1822
0:00:00:41.0000000;0.8058;5.1822
0:00:00:41.0100000;0.8058;5.1822
0:00:00:41.0200000;0.8058;5.1822
0:00:00:41.0300000;0.8058;5.1822
0:00:00:41.0400000;0.8131;5.1832
0:00:00:41.0500000;0.8131;5.1832
0:00:00:41.0600000;0.8131;5.1832
0:00:00:41.0700000;0.8131;5.1832
0:00:00:41.0800000;0.8028;5.1832
0:00:00:41.0900000;0.7976;5.1832
0:00:00:41.1000000;0.8009;5.1832
0:00:00:41.1100000;0.7996;5.1832
0:00:00:41.1200000;0.8026;5.1832
0:00:00:41.1300000;0.8131;5.1832
0:00:00:41.1400000;0.8011;5.1832
0:00:00:41.1500000;0.8120;5.1832
0:00:00:41.1600000;0.8120;5.1832
0:00:00:41.1700000;0.8120;5.1832
0:00:00:41.1800000;0.8120;5.1832
0:00:00:41.1900000;0.8120;5.1832
0:00:00:41.2000000;0.8120;5.1832
0:00:00:41.2100000;0.8120;5.1832
0:00:00:41.2200000;0.8120;5.1832
0:00:00:41.2300000;0.8120;5.1832
0:00:00:41.2400000;0.8086;5.1829
0:00:00:41.2500000;0.8086;5.1829
0:00:00:41.2600000;0.8086;5.1829
0:00:00:41.2700000;0.8086;5.1829
0:00:00:41.2800000;0.8086;5.1829
0:00:00:41.2900000;0.8086;5.1829
0:00:00:41.3000000;0.8086;5.1829
0:00:00:41.3100000;0.8086;5.1829
0:00:00:41.3200000;0.8086;5.1829
0:00:00:41.3300000;0.8086;5.1829
0:00:00:41.3400000;0.8062;5.1827
0:00:00:41.3500000;0.8062;5.1827
0:00:00:41.3600000;0.8062;5.1827
0:00:00:41.3700000;0.8062;5.1827
0:00:00:41.3800000;0.8062;5.1827
0:00:00:41.3900000;0.8062;5.1827
0:00:00:41.4000000;0.8062;5.1827
0:00:00:41.4100000;0.8062;5.1827
0:00:00:41.4200000;0.8062;5.1827
0:00:00:41.4300000;0.8062;5.1827
0:00:00:41.4400000;0.8067;5.1829
0:00:00:41.4500000;0.8067;5.1829
0:00:00:41.4600000;0.8067;5.1829
0:00:00:41.4700000;0.8067;5.1829
0:00:00:41.4800000;0.8067;5.1829
0:00:00:41.4900000;0.8067;5.1829
0:00:00:41.5000000;0.8067;5.1829
0:00:00:41.5100000;0.8067;5.1829
0:00:00:41.5200000;0.8067;5.1829
